协议	项 [xiang4]
卡	张 [zhang1], 片 [pian4]
卡车	辆 [liang4]
印度人	个 [ge4]
印章	方 [fang1]
危害	个 [ge4]
危机	个 [ge4]
卷尺	把 [ba3]
卷心菜	棵 [ke1]
原则	个 [ge4]
原因	个 [ge4]
原料	个 [ge4]
参赛者	名 [ming2]
叉子	把 [ba3]
叉车	台 [tai2]
反应	个 [ge4]
反间计	条 [tiao2]
叔叔	个 [ge4]
口号	个 [ge4]
口袋	个 [ge4]
口语	门 [men2]
古砚	台 [tai2]
古迹	个 [ge4]
句子	个 [ge4]
可能	个 [ge4]
司机	个 [ge4]
合作	个 [ge4]
合同	个 [ge4]
吉他	把 [ba3]
同事	个 [ge4], 位 [wei4]
同学	位 [wei4], 个 [ge4]
同志	个 [ge4]
名册	本 [ben3]
名胜	处 [chu4]
名字	个 [ge4]
吵架	顿 [dun4]
吸引	个 [ge4]
吸管	支 [zhi1]
周折	番 [fan1]
命令	道 [dao4], 个 [ge4]
命运	个 [ge4]
和棋	盘 [pan2]
咖啡	杯 [bei1]
咖啡屋	家 [jia1]
咖啡馆	家 [jia1]
咳嗽	阵 [zhen4]
品种	个 [ge4]
哥哥	个 [ge4], 位 [wei4]
哲学	个 [ge4]
唐人街	条 [tiao2], 座 [zuo4]
售货员	个 [ge4]
唱片	张 [zhang1]
商品	个 [ge4]
商场	家 [jia1]
商店	家 [jia1], 个 [ge4]
问卷	份 [fen4]
问题	个 [ge4]
啤酒	杯 [bei1], 瓶 [ping2], 罐 [guan4], 桶 [tong3], 缸 [gang1]
喜剧	部 [bu4], 出 [chu1]
喜报	张 [zhang1]
单	个 [ge4]
单人床	张 [zhang1]
单位	个 [ge4]
单打	场 [chang3]
单词	个 [ge4]
嗓子	把 [ba3]
尝试	次 [ci4]
嘴	张 [zhang1], 个 [ge4]
嘴唇	片 [pian4]
嘴巴	张 [zhang1], 个 [ge4]
器	台 [tai2]
回信	封 [feng1]
回忆	个 [ge4]
因素	个 [ge4]
圈	个 [ge4]
国	个 [ge4]
国家	个 [ge4]
国旗	面 [mian4]
国王	个 [ge4]
国际象棋	副 [fu4]
围巾	条 [tiao2]
围墙	道 [dao4]
圆珠笔	支 [zhi1], 枝 [zhi1]
图	张 [zhang1]
图书	本 [ben3], 册 [ce4], 部 [bu4]
图书馆	家 [jia1], 个 [ge4]
图片	张 [zhang1]
图章	方 [fang1]
图集	本 [ben3], 部 [bu4]
团体	个 [ge4]
土地	片 [pian4], 块 [kuai4]
土豆	个 [ge4], 颗 [ke1]
地	片 [pian4]
地位	个 [ge4]
地区	个 [ge4]
地图	张 [zhang1], 本 [ben3]
地址	个 [ge4]
地契	张 [zhang1], 份 [fen4]
地带	个 [ge4]
地方	处 [chu4], 个 [ge4], 块 [kuai4]
地球	个 [ge4]
地雷	颗 [ke1]
地点	个 [ge4]
坐垫	块 [kuai4]
坡	个 [ge4]
坯料	块 [kuai4]
城	座 [zuo4], 道 [dao4], 个 [ge4]
城市	座 [zuo4]
执念	股 [gu3]
堂	间 [jian1]
堡寨	座 [zuo4]
报	份 [fen4], 张 [zhang1]
报名表	张 [zhang1]
报告	篇 [pian1], 份 [fen4], 个 [ge4], 通 [tong4]
报社	家 [jia1]
报纸	份 [fen4], 期 [qi1], 张 [zhang1]
报道	篇 [pian1], 份 [fen4]
塑料	种 [zhong3]
塔	座 [zuo4]
墨	块 [kuai4]
墨水	瓶 [ping2]
墨镜	只 [zhi1], 双 [shuang1], 副 [fu4]
墩布	把 [ba3]
坟	座 [zuo4]
壁灯	盏 [zhan3]
坏处	个 [ge4]
坝	条 [tiao2]
士兵	个 [ge4]
夏天	个 [ge4]
外交	个 [ge4]
外国	个 [ge4]
外套	件 [jian4]
外语	门 [men2]
夜晚	个 [ge4]
梦	场 [chang2], 个 [ge4]
大事	件 [jian4], 桩 [zhuang1]
大使	名 [ming2], 位 [wei4]
大使馆	座 [zuo4], 个 [ge4]
大学	所 [suo3]
大提琴	把 [ba3]
大会	个 [ge4], 届 [jie4]
大梁	根 [gen1]
大楼	幢 [zhuang4], 座 [zuo4]
大氅	件 [jian4]
大火	场 [chang2]
大白菜	棵 [ke1]
大炮	门 [men2], 尊 [zun1]
大蒜	瓣 [ban4], 头 [tou2]
大街	条 [tiao2]
大衣	件 [jian4]
大象	只 [zhi1]
大路	条 [tiao2]
大陆	个 [ge4], 块 [kuai4]
大雁	只 [zhi1]
大雨	场 [chang2]
大风	场 [chang2]
太太	个 [ge4], 位 [wei4]
太阳	个 [ge4]
夫人	位 [wei4]
夫妇	对 [dui4]
失败	次 [ci4]
夹袄	件 [jian4]
奥斯卡	届 [jie4]
奥斯卡金像奖	届 [jie4]
女士	个 [ge4], 位 [wei4]
女郎	个 [ge4], 位 [wei4]
奶奶	位 [wei4]
奶酪	块 [kuai4], 盒 [he2], 片 [pian4]
好事者	个 [ge4]
好友	个 [ge4]
好汉	条 [tiao2]
好处	个 [ge4]
妹妹	个 [ge4]
妻子	个 [ge4]
姐姐	个 [ge4]
姑姑	个 [ge4]
姑娘	个 [ge4]
姓	个 [ge4]
婚事	门 [men2], 桩 [zhuang1]
婚姻	桩 [zhuang1], 次 [ci4]
婚礼	场 [chang3]
婚纱	身 [shen1]
妈妈	个 [ge4], 位 [wei4]
嫁资	份 [fen4], 笔 [bi3]
嫂子	个 [ge4]
婴儿	个 [ge4]
子弹	粒 [li4], 颗 [ke1], 发 [fa1]
孔	个 [ge4]
字	个 [ge4]
字典	本 [ben3]
字母	个 [ge4]
字节	个 [ge4]
季节	个 [ge4]
学问	个 [ge4]
学期	个 [ge4]
学校	所 [suo3]
学术	个 [ge4]
学费	个 [ge4]
学院	所 [suo3]
安全套	只 [zhi1]
安全帽	只 [zhi1], 顶 [ding3]
安慰	个 [ge4]
安眠药	粒 [li4]
官	个 [ge4]
官司	场 [chang2]
客人	位 [wei4]
客厅	间 [jian1]
宣传	个 [ge4]
宫女	个 [ge4], 名 [ming2], 位 [wei4]
宫殿	座 [zuo4]
害处	个 [ge4]
宴会	席 [xi2], 个 [ge4]
家	个 [ge4]
家具	件 [jian4], 套 [tao4]
家庭	户 [hu4], 个 [ge4]
家乡	个 [ge4]
宿舍	间 [jian1]
宿舍楼	幢 [zhuang4], 座 [zuo4]
寒潮	股 [gu3]
寓言	则 [ze2]
寝室	间 [jian1]
实验	个 [ge4], 次 [ci4]
实验室	间 [jian1]
宝剑	把 [ba3], 方 [fang1]
宝物	件 [jian4]
宝石	枚 [mei2], 颗 [ke1]
寺院	座 [zuo4]
封锁线	道 [dao4]
将来	个 [ge4]
专家	个 [ge4]
专业	门 [men2], 个 [ge4]
专线	条 [tiao2]
对比	个 [ge4]
对联	副 [fu4], 幅 [fu2]
对话	个 [ge4]
对象	个 [ge4]
导弹	枚 [mei2]
小事	点 [dian3]
小人书	本 [ben3]
小伙	个 [ge4]
小伙子	个 [ge4]
小册子	本 [ben3]
小刀	把 [ba3]
小吃	家 [jia1]
小吃店	家 [jia1]
小姐	个 [ge4], 位 [wei4]
小孩	个 [ge4]
小学	个 [ge4]
小学生	个 [ge4], 名 [ming2]
小时	个 [ge4]
小朋友	个 [ge4]
小树	棵 [ke1]
小白菜	棵 [ke1]
小笔电	台 [tai2], 部 [bu4]
小葱	把 [ba3]
小说	本 [ben3], 部 [bu4]
小麦	粒 [li4]
尺	支 [zhi1], 把 [ba3]
尺子	把 [ba3]
尿	泡 [pao1]
局长	位 [wei4], 个 [ge4]
屋	间 [jian1], 个 [ge4]
屋子	间 [jian1]
屋顶	个 [ge4]
尸体	具 [ju4]
展览	个 [ge4], 次 [ci4]
展览会	个 [ge4]
山	座 [zuo4]
山区	个 [ge4]
山脉	条 [tiao2]
岸	个 [ge4]
岛	个 [ge4], 座 [zuo4]
工人	个 [ge4], 名 [ming2]
工作	个 [ge4], 份 [fen4], 项 [xiang4]
工厂	家 [jia1], 座 [zuo4]
工会	个 [ge4]
工业学校	个 [ge4], 所 [suo3]
工程	个 [ge4], 项 [xiang4]
工程师	个 [ge4], 位 [wei4], 名 [ming2]
工艺品	个 [ge4]
工资	个 [ge4], 份 [fen4], 月 [yue4]
巧克力	块 [kuai4]
巨款	笔 [bi3]
巨流	股 [gu3]
差事	件 [jian4]
差使	件 [jian4]
市	个 [ge4]
布鞋	双 [shuang1], 只 [zhi1]
希望	个 [ge4]
师傅	个 [ge4], 位 [wei4], 名 [ming2]
帐子	顶 [ding3]
帐篷	顶 [ding3], 座 [zuo4]
带	条 [tiao2]
常识	门 [men2]
帽子	顶 [ding3]
平原	个 [ge4]
平板电脑	台 [tai2]
年	个 [ge4]
年代	个 [ge4]
年纪	把 [ba3], 个 [ge4]
年级	个 [ge4]
年龄	把 [ba3], 个 [ge4]
床	张 [zhang1]
床单	条 [tiao2], 件 [jian4], 张 [zhang1], 床 [chuang2]
床垫	张 [zhang1]
店	家 [jia1]
座	个 [ge4]
座位	个 [ge4]
座谈	次 [ci4], 个 [ge4]
厕所	间 [jian1], 处 [chu4]
厨房	间 [jian1]
庙	座 [zuo4]
厂房	座 [zuo4], 栋 [dong4]
广告	项 [xiang4]
广告衫	件 [jian4]
广播	个 [ge4]
广播电台	个 [ge4], 家 [jia1]
建筑	个 [ge4]
建议	个 [ge4], 点 [dian3]
弓	张 [zhang1]
引擎	台 [tai2]
弟弟	个 [ge4], 位 [wei4]
弦	根 [gen1]
强度	个 [ge4]
强盗	个 [ge4]
弹子	粒 [li4], 颗 [ke1]
弹拨乐器	件 [jian4]
弯	道 [dao4]
形势	个 [ge4]
形式	个 [ge4]
形状	个 [ge4]
形象	个 [ge4]
彩带	条 [tiao2]
彩色	种 [zhong3]
彩虹	道 [dao4]
彩云	朵 [duo3]
影子	个 [ge4]
影片	部 [bu4]
影碟	片 [pian4], 张 [zhang1]
影迷	个 [ge4]
影集	本 [ben3]
影响	股 [gu3]
复习	次 [ci4]
微波炉	台 [tai2]
微笑	个 [ge4], 丝 [si1]
德性	副 [fu4]
心	颗 [ke1], 个 [ge4]
心事	宗 [zong1], 桩 [zhuang1]
心得	项 [xiang4], 个 [ge4]
心情	个 [ge4]
心脏	颗 [ke1], 个 [ge4]
志愿兵	名 [ming2]
快嘴	张 [zhang1]
念珠	串 [chuan4]
思想	个 [ge4]
性	个 [ge4]
性格	个 [ge4]
性质	个 [ge4]
恐怖片	部 [bu4]
悲剧	出 [chu1]
情形	个 [ge4]
情况	个 [ge4], 种 [zhong3]
情绪	种 [zhong3]
想法	个 [ge4]
意外	个 [ge4]
意志	个 [ge4]
意思	个 [ge4]
意涵	层 [ceng2]
意义	个 [ge4]
意见	点 [dian3], 条 [tiao2]
爱人	个 [ge4]
爱好	个 [ge4]
爱心	片 [pian4]
爱情	份 [fen4]
感冒	场 [chang2], 次 [ci4]
感情	个 [ge4], 种 [zhong3]
感想	通 [tong4], 个 [ge4]
感觉	个 [ge4]
态度	个 [ge4]
惨案	起 [qi3]
宪法	部 [bu4]
应聘者	位 [wei4]
恋爱	个 [ge4], 场 [chang3]
成分	个 [ge4]
成功	次 [ci4], 个 [ge4]
成就	个 [ge4]
成果	个 [ge4]
成绩	项 [xiang4], 个 [ge4]
成语	条 [tiao2], 本 [ben3], 句 [ju4]
战场	个 [ge4]
战士	个 [ge4]
战争	场 [chang2], 次 [ci4]
战斗	场 [chang2], 次 [ci4]
戏	出 [chu1], 场 [chang3], 台 [tai2]
戏偶	尊 [zun1]
户头	个 [ge4]
房	间 [jian1]
房契	张 [zhang1], 份 [fen4]
房子	栋 [dong4], 幢 [zhuang4], 座 [zuo4], 套 [tao4], 间 [jian1]
房屋	所 [suo3], 套 [tao4]
房间	间 [jian1], 个 [ge4]
所	个 [ge4]
扁担	根 [gen1]
扇子	把 [ba3]
手	双 [shuang1], 只 [zhi1]
手套	双 [shuang1], 只 [zhi1]
手帕	方 [fang1]
手指	个 [ge4], 只 [zhi1]
手杖	把 [ba3]
手枪	把 [ba3]
手机	部 [bu4], 支 [zhi1]
手段	个 [ge4]
手绢	张 [zhang1], 块 [kuai4]
手续	道 [dao4], 个 [ge4]
手术	个 [ge4]
手表	块 [kuai4], 只 [zhi1], 个 [ge4]
手链	条 [tiao2]
才华	份 [fen4]
打架	场 [chang2]
打算	个 [ge4]
扳子	把 [ba3]
批判	个 [ge4]
批评	次 [ci4], 番 [fan1]
技术	门 [men2], 种 [zhong3], 项 [xiang4]
技术员	个 [ge4]
投开票所	处 [chu4]
抽痛	阵 [zhen4]
抽象	种 [zhong3]
拍卖会	场 [chang3]
拖拉机	台 [tai2]
拖鞋	双 [shuang1], 只 [zhi1]
招待会	个 [ge4], 次 [ci4]
拳头	个 [ge4]
指导	个 [ge4]
指挥	个 [ge4]
指示	个 [ge4]
指头	个 [ge4]
按键	个 [ge4]
捶子	把 [ba3]
掌声	阵 [zhen4]
排球	个 [ge4]
接力赛	场 [chang3]
推动	个 [ge4]
掩护	面 [mian4]
措施	个 [ge4]
提琴	把 [ba3]
损失	个 [ge4]
搞笑片	部 [bu4]
摩天大厦	座 [zuo4]
摩天大楼	座 [zuo4]
摩天楼	座 [zuo4]
摩托车	辆 [liang4], 部 [bu4]
掸	把 [ba3]
掸子	把 [ba3]
扑克牌	副 [fu4]
操场	个 [ge4]
担子	副 [fu4]
摄像机	部 [bu4]
支持	个 [ge4]
支票	本 [ben3]
收入	笔 [bi3], 个 [ge4]
收据	张 [zhang1]
收音机	台 [tai2]
改善	个 [ge4]
改正	个 [ge4]
改进	个 [ge4]
改锥	把 [ba3]
改革	次 [ci4], 种 [zhong3], 项 [xiang4]
政府	个 [ge4]
政治家	个 [ge4], 位 [wei4], 名 [ming2]
政策	个 [ge4]
政党	个 [ge4]
故事	个 [ge4]
故乡	个 [ge4]
救生队	支 [zhi1]
救护车	辆 [liang4]
教员	个 [ge4]
教堂	间 [jian1]
教学	门 [men2], 个 [ge4]
教室	间 [jian1]
教师	个 [ge4]
教授	个 [ge4], 位 [wei4]
教材	本 [ben3]
教科书	本 [ben3]
教练	个 [ge4], 位 [wei4], 名 [ming2]
教训	番 [fan1], 顿 [dun4]
敌人	个 [ge4]
敌军	股 [gu3]
数	个 [ge4]
数字	个 [ge4]
数量	个 [ge4]
文件	份 [fen4]
文化	个 [ge4], 种 [zhong3]
文字	个 [ge4]
文学	种 [zhong3]
文学家	个 [ge4]
文明	个 [ge4]
文物	件 [jian4], 个 [ge4]
文章	篇 [pian1], 段 [duan4], 页 [ye4]
文艺演出	场 [chang3]
斑马	匹 [pi3]
斧子	把 [ba3]
斧头	柄 [bing3]
新年	个 [ge4]
新闻	条 [tiao2], 个 [ge4]
断层	道 [dao4], 个 [ge4]
方向	个 [ge4]
方式	个 [ge4]
方案	个 [ge4], 套 [tao4]
方法	个 [ge4]
方针	个 [ge4]
方面	个 [ge4]
旄车	辆 [liang4]
旅行	趟 [tang4], 次 [ci4], 个 [ge4]
旅馆	家 [jia1]
旗	面 [mian4]
旗子	面 [mian4]
日圆	个 [ge4]
日历	张 [zhang1], 本 [ben3]
日期	个 [ge4]
日用品	件 [jian4], 个 [ge4]
日程	个 [ge4]
日记	则 [ze2], 本 [ben3], 篇 [pian1]
早上	个 [ge4]
早晨	个 [ge4]
早饭	份 [fen4], 顿 [dun4], 次 [ci4], 餐 [can1]
早餐	份 [fen4], 顿 [dun4], 次 [ci4]
昆虫	只 [zhi1], 群 [qun2], 堆 [dui1]
明月	轮 [lun2]
星座	张 [zhang1]
星期	个 [ge4]
星期天	个 [ge4]
星期日	个 [ge4]
春天	个 [ge4]
时代	个 [ge4]
时刻	个 [ge4], 段 [duan4]
时期	个 [ge4]
时间	段 [duan4]
晚上	个 [ge4]
晚会	个 [ge4]
晚饭	份 [fen4], 顿 [dun4], 次 [ci4], 餐 [can1]
晚餐	份 [fen4], 顿 [dun4], 次 [ci4]
暑假	个 [ge4]
暴雨	场 [chang2], 阵 [zhen4]
暴风雪	场 [chang2]
曲	支 [zhi1]
曲子	支 [zhi1]
书	本 [ben3], 册 [ce4], 部 [bu4]
书包	个 [ge4], 只 [zhi1]
书店	家 [jia1]
书房	间 [jian1]
书本	本 [ben3]
书架	个 [ge4]
书桌	张 [zhang1]
书目	本 [ben3]
书签	张 [zhang1]
会场	个 [ge4]
会见	次 [ci4]
会话	个 [ge4], 次 [ci4]
会谈	次 [ci4]
会议	场 [chang3], 届 [jie4]
月	个 [ge4], 轮 [lun2]
朋友	个 [ge4], 位 [wei4]
服务	项 [xiang4]
服务员	个 [ge4], 位 [wei4]
服务器	台 [tai2]
服装	身 [shen1]
望远镜	付 [fu4], 副 [fu4], 部 [bu4]
期间	个 [ge4]
木板	张 [zhang1], 块 [kuai4]
木片	块 [kuai4], 片 [pian4]
木耳	朵 [duo3]
木蠹	只 [zhi1]
木蠹蛾	只 [zhi1]
木头	块 [kuai4], 根 [gen1]
未来	个 [ge4]
本子	本 [ben3]
本领	项 [xiang4], 个 [ge4]
札记	篇 [pian1]
朱古力	块 [kuai4]
杆	条 [tiao2], 根 [gen1]
李子	个 [ge4]
材料	个 [ge4], 种 [zhong3]
村庄	座 [zuo4]
杯子	个 [ge4], 只 [zhi1]
东西	个 [ge4], 件 [jian4]
松	棵 [ke1]
松树	棵 [ke1]
板	块 [kuai4]
板凳	张 [zhang1], 条 [tiao2]
林	片 [pian4]
林阴大道	条 [tiao2]
果树	棵 [ke1]
柱	根 [gen1]
柱子	根 [gen1]
柳橙汁	瓶 [ping2], 杯 [bei1], 罐 [guan4], 盒 [he2]
柿子	个 [ge4]
校	所 [suo3]
校长	个 [ge4], 位 [wei4], 名 [ming2]
核桃	个 [ge4], 棵 [ke1]
根	条 [tiao2]
根据	个 [ge4]
根本	个 [ge4]
桃树	株 [zhu1]
案件	宗 [zong1], 桩 [zhuang1], 起 [qi3]
案例	个 [ge4]
桌子	张 [zhang1], 套 [tao4]
桌布	条 [tiao2], 块 [kuai4], 张 [zhang1]
桔子	个 [ge4], 瓣 [ban4]
桶	个 [ge4], 只 [zhi1]
梗	根 [gen1]
条件	个 [ge4]
条款	项 [xiang4]
条约	个 [ge4]
梨	个 [ge4]
梨子	个 [ge4]
梳子	把 [ba3]
棉衣	件 [jian4]
棉被	条 [tiao2], 面 [mian4]
棋	盘 [pan2], 个 [ge4], 颗 [ke1]
棋子	个 [ge4], 颗 [ke1]
棒棒糖	根 [gen1]
棒球	个 [ge4], 只 [zhi1]
棒糖	根 [gen1]
枣树	棵 [ke1]
棚子	间 [jian1]
栈单	张 [zhang1]
栈车	辆 [liang4]
栈阁	条 [tiao2]
森林	片 [pian4]
棺材	具 [ju4], 口 [kou3]
椅子	把 [ba3], 套 [tao4]
植物	种 [zhong3]
杨梅	颗 [ke1], 个 [ge4]
业务	项 [xiang4]
概念	个 [ge4]
概括	个 [ge4]
榜样	个 [ge4]
构造	个 [ge4]
枪	支 [zhi1], 把 [ba3], 杆 [gan3], 条 [tiao2], 枝 [zhi1]
乐器	件 [jian4]
乐队	支 [zhi1]
楼	层 [ceng2], 座 [zuo4], 栋 [dong4]
楼房	栋 [dong4], 幢 [zhuang4], 座 [zuo4]
楼梯	个 [ge4]
标杆	根 [gen1]
标准	个 [ge4]
标语	幅 [fu2], 张 [zhang1], 条 [tiao2]
标点	个 [ge4]
模样	个 [ge4]
树	棵 [ke1]
桥	座 [zuo4]
橘子	个 [ge4], 瓣 [ban4]
橘子水	瓶 [ping2], 杯 [bei1], 罐 [guan4], 盒 [he2]
橘子汁	瓶 [ping2], 杯 [bei1], 罐 [guan4], 盒 [he2]
橙汁	瓶 [ping2], 杯 [bei1], 罐 [guan4], 盒 [he2]
机	台 [tai2]
机器	台 [tai2], 部 [bu4], 个 [ge4]
机场	家 [jia1], 处 [chu4]
机床	张 [zhang1]
机会	个 [ge4]
机械师	个 [ge4], 位 [wei4]
机构	所 [suo3]
机票	张 [zhang1]
机关	个 [ge4]
橡皮	块 [kuai4]
橡皮擦	块 [kuai4]
检查	次 [ci4]
款	笔 [bi3], 个 [ge4]
款子	笔 [bi3]
款式	种 [zhong3]
款项	宗 [zong1]
歌	支 [zhi1], 首 [shou3]
歌剧	场 [chang3], 出 [chu1]
欢腾	片 [pian4]
步枪	把 [ba3], 枝 [zhi1]
武器	种 [zhong3]
武术	种 [zhong3]
历史	门 [men2], 段 [duan4]
母亲	个 [ge4]
毒打	顿 [dun4]
比萨饼	张 [zhang1]
比赛	场 [chang3], 次 [ci4]
毛巾	条 [tiao2]
毛病	个 [ge4]
毛笔	枝 [zhi1], 管 [guan3]
毛衣	件 [jian4]
毛驴	头 [tou2]
毯子	条 [tiao2], 张 [zhang1], 床 [chuang2], 面 [mian4]
民族	个 [ge4]
民歌	支 [zhi1], 首 [shou3]
气候	种 [zhong3]
气温	个 [ge4]
气象	个 [ge4]
水仙花	棵 [ke1]
水库	座 [zuo4]
水果	个 [ge4]
水果刀	把 [ba3]
水泥	袋 [dai4]
水稻	株 [zhu1]
汗	滴 [di1], 头 [tou2], 身 [shen1]
江	条 [tiao2], 道 [dao4]
污染	个 [ge4]
汪洋	片 [pian4]
决定	个 [ge4], 项 [xiang4]
决心	个 [ge4]
汽车	辆 [liang4]
沙	粒 [li4]
沙子	粒 [li4], 把 [ba3]
沙漠	个 [ge4]
沙滩	片 [pian4]
沙发	条 [tiao2], 张 [zhang1]
河	条 [tiao2], 道 [dao4]
河流	条 [tiao2]
油条	根 [gen1]
油漆	层 [ceng2]
油轮	艘 [sou1]
泉水	股 [gu3]
法律	条 [tiao2],  套 [tao4], 个 [ge4]
法郎	个 [ge4]
泥鳅	条 [tiao2]
洋铁箔	张 [zhang1]
洗澡间	间 [jian1]
洗衣机	台 [tai2]
洞	个 [ge4]
活动	项 [xiang4], 个 [ge4]
活动中心	处 [chu4]
派克大衣	件 [jian4]
浪花	朵 [duo3]
浴室	间 [jian1]
浴巾	条 [tiao2]
浴帽	顶 [ding3]
海	个 [ge4], 片 [pian4]
海洋	个 [ge4]
海滩	片 [pian4]
海关	个 [ge4]
海鹫	只 [zhi1]
消息	条 [tiao2]
凉席	张 [zhang1], 领 [ling3]
渠	条 [tiao2]
测验	次 [ci4], 个 [ge4]
港	个 [ge4]
游泳池	场 [chang3]
湖	个 [ge4], 片 [pian4]
汤匙	把 [ba3]
沟	道 [dao4]
温度	个 [ge4]
滑雪板	副 [fu4]
渔船	条 [tiao2]
漆	道 [dao4]
演出	场 [chang3], 次 [ci4]
演出地点	处 [chu4]
演员	个 [ge4], 位 [wei4], 名 [ming2]
汉字	个 [ge4]
汉语	门 [men2]
激光唱片	片 [pian4], 张 [zhang1]
滩	片 [pian4]
火器	架 [jia4]
火把	把 [ba3]
火柴	根 [gen1], 盒 [he2]
火炬	把 [ba3]
火箭	枚 [mei2]
火腿	个 [ge4]
火车	列 [lie4], 节 [jie2], 班 [ban1], 趟 [tang4]
灰岩	块 [kuai4]
灶间	间 [jian1]
灾害	个 [ge4]
炮	座 [zuo4]
炮弹	枚 [mei2]
炸弹	枚 [mei2], 颗 [ke1]
乌青	块 [kuai4]
焊工	名 [ming2]
